longitude	frequency power [Hz]	spectral density [dB/Hz]	doppler
 044	1420677750.0	2.45076	999490466.8620123
 044	1421329750.0	2.3620099999999997	999949168.9040806
 044	1420681750.0	2.45242	999493280.9849697
 044	1421341750.0	2.36421	999957611.272953
 044	1421357750.0	2.3358	999968867.7647829
 044	1420749750.0	2.3769099999999996	999541121.0752468
 044	1421021750.0	2.384	999732481.4363551
 044	1420905750.0	2.36443	999650871.8705883
 044	1420821750.0	2.3136200000000002	999591775.2884814
 044	1420873750.0	2.3422400000000003	999628358.8869286
 044	1420865750.0	2.35038	999622730.6410136
 044	1420861750.0	2.35472	999619916.518056
 044	1420857750.0	2.3388	999617102.3950986
 044	1420853750.0	2.34032	999614288.2721411
 044	1420777750.0	2.36266	999560819.9359491
 044	1420781750.0	2.35813	999563634.0589066
 044	1420785750.0	2.37895	999566448.181864
 044	1420893750.0	2.33623	999642429.5017159
 044	1420517750.0	2.35672	999377901.9437133
 044	1420841750.0	2.35537	999605845.9032687
 044	1420513750.0	2.33547	999375087.8207558
 044	1420661750.0	2.48207	999479210.3701824
 044	1420773750.0	2.3784400000000003	999558005.8129916
 044	1420793750.0	2.35239	999572076.4277791
 044	1420789750.0	2.35756	999569262.3048216
 044	1420837750.0	2.3448700000000002	999603031.7803112
 044	1420833750.0	2.35208	999600217.6573538
 044	1420829750.0	2.3292599999999997	999597403.5343963
 044	1420809750.0	2.35341	999583332.919609
 044	1419461750.0	2.09974	998634973.4829401
 044	1420597750.0	2.45467	999434184.4028628
 044	1420477750.0	2.30641	999349760.7141385
 044	1420881750.0	2.35209	999633987.1328435
 044	1420889750.0	2.3441099999999997	999639615.3787584
 044	1420885750.0	2.3613	999636801.255801
 044	1420769750.0	2.35597	999555191.6900342
 044	1420757750.0	2.37583	999546749.3211617
 044	1420733750.0	2.40375	999529864.5834169
 044	1420801750.0	2.3580099999999997	999577704.673694
 044	1421121750.0	2.40306	999802834.5102919
 044	1420673750.0	2.4479900000000003	999487652.7390548
 044	1420665750.0	2.4752099999999997	999482024.4931399
 044	1420817750.0	2.33461	999588961.1655239
 044	1419901750.0	2.0144599999999997	998944527.0082623
 044	1420765750.0	2.36646	999552377.5670767
 044	1420669750.0	2.48813	999484838.6160973
 044	1420565750.0	2.4361099999999998	999411671.419203
 044	1420745750.0	2.3768700000000003	999538306.9522893
 044	1420737750.0	2.4001099999999997	999532678.7063744
 044	1420761750.0	2.37968	999549563.4441192
 044	1421397750.0	2.27392	999997008.9943577
 044	1420741750.0	2.39242	999535492.8293319
 044	1420797750.0	2.3551	999574890.5507365
 044	1419409750.0	2.22025	998598389.8844929
 044	1420713750.0	2.427	999515793.9686296
 044	1420697750.0	2.44408	999504537.4767996
 044	1420709750.0	2.41335	999512979.845672
 044	1420705750.0	2.41983	999510165.7227145
 044	1420473750.0	2.3025900000000004	999346946.591181
 044	1420589750.0	2.45917	999428556.1569479
 044	1420877750.0	2.35705	999631173.009886
 044	1420593750.0	2.45621	999431370.2799053
 044	1420121750.0	2.58722	999099303.7709234
 044	1421277750.0	2.41151	999912585.3056334
 044	1420805750.0	2.3649299999999998	999580518.7966515
 044	1420845750.0	2.34219	999608660.0262262
 044	1421317750.0	2.38938	999940726.5352082
 044	1419869750.0	2.0118400000000003	998922014.0246024
 044	1420525750.0	2.36052	999383530.1896282
 044	1420533750.0	2.38061	999389158.4355432
 044	1420637750.0	2.50395	999462325.6324376
 044	1420633750.0	2.49397	999459511.50948
 044	1420629750.0	2.50564	999456697.3865225
 044	1420625750.0	2.48077	999453883.2635651
 044	1420621750.0	2.49525	999451069.1406076
 044	1420617750.0	2.4965	999448255.0176501
 044	1420613750.0	2.4923	999445440.8946927
 044	1420609750.0	2.48813	999442626.7717352
 044	1421097750.0	2.40872	999785949.7725471
 044	1420605750.0	2.47643	999439812.6487777
 044	1420901750.0	2.35609	999648057.7476308
 044	1420557750.0	2.42142	999406043.173288
 044	1420505750.0	2.3574200000000003	999369459.5748409
 044	1420553750.0	2.4232	999403229.0503305
 044	1420549750.0	2.42378	999400414.927373
 044	1420545750.0	2.39894	999397600.8044156
 044	1420529750.0	2.37301	999386344.3125857
 044	1420645750.0	2.49212	999467953.8783525
 044	1420413750.0	2.3242599999999998	999304734.746819
 044	1420649750.0	2.49644	999470768.00131
 044	1420653750.0	2.4929900000000003	999473582.1242675
 044	1420657750.0	2.48927	999476396.2472249
 044	1420569750.0	2.4428099999999997	999414485.5421605
 044	1420469750.0	2.30084	999344132.4682236
 044	1420813750.0	2.34547	999586147.0425664
 044	1421045750.0	2.3997900000000003	999749366.1740999
 044	1421297750.0	2.38658	999926655.9204208
 044	1420521750.0	2.34822	999380716.0666708
 044	1420685750.0	2.43895	999496095.1079272
 044	1420501750.0	2.33412	999366645.4518834
 044	1420497750.0	2.33929	999363831.328926
 044	1420493750.0	2.32139	999361017.2059685
 044	1420489750.0	2.31759	999358203.083011
 044	1420485750.0	2.3188299999999997	999355388.9600534
 044	1420481750.0	2.31982	999352574.837096
 044	1420417750.0	2.31283	999307548.8697765
 044	1420693750.0	2.43384	999501723.3538421
 044	1420717750.0	2.41047	999518608.0915871
 044	1420825750.0	2.33822	999594589.4114388
 044	1420601750.0	2.46406	999436998.5258203
 044	1421117750.0	2.4062200000000002	999800020.3873345
 044	1420585750.0	2.45763	999425742.0339904
 044	1420449750.0	2.28726	999330061.8534362
 044	1420445750.0	2.2856	999327247.7304788
 044	1420441750.0	2.28592	999324433.6075213
 044	1420437750.0	2.2785900000000003	999321619.4845638
 044	1420433750.0	2.2845299999999997	999318805.3616064
 044	1420429750.0	2.2964599999999997	999315991.2386489
 044	1420425750.0	2.2949599999999997	999313177.1156914
 044	1420421750.0	2.31996	999310362.992734
 044	1420405750.0	2.3678	999299106.500904
 044	1420409750.0	2.33114	999301920.6238614
 044	1420561750.0	2.43151	999408857.2962456
 044	1421113750.0	2.38699	999797206.264377
 044	1420453750.0	2.2957400000000003	999332875.9763937
 044	1420309750.0	2.69882	999231567.5499246
 044	1420577750.0	2.44835	999420113.7880754
 044	1419733750.0	1.94665	998826333.8440483
 044	1420013750.0	2.1444	999023322.4510715
 044	1419537750.0	1.91327	998688441.8191321
 044	1419925750.0	2.03859	998961411.7460071
 044	1419985750.0	2.06948	999003623.5903692
 044	1420357750.0	2.87311	999265337.0254143
 044	1420137750.0	2.5651599999999997	999110560.2627532
 044	1420297750.0	2.6568099999999997	999223125.1810522
 044	1419921750.0	2.03207	998958597.6230496
 044	1419729750.0	1.9567900000000003	998823519.7210908
 044	1420333750.0	2.75923	999248452.2876694
 044	1420169750.0	2.58073	999133073.246413
 044	1420097750.0	2.4932	999082419.0331784
 044	1420217750.0	2.5777099999999997	999166842.7219027
 044	1420125750.0	2.56471	999102117.8938808
 044	1420289750.0	2.6615599999999997	999217496.9351373
 044	1419453750.0	2.13688	998629345.2370251
 044	1419949750.0	2.03985	998978296.4837519
 044	1419877750.0	2.01257	998927642.2705173
 044	1419957750.0	2.05203	998983924.7296668
 044	1420149750.0	2.52145	999119002.6316257
 044	1420229750.0	2.5681	999175285.0907751
 044	1420349750.0	2.8727400000000003	999259708.7794994
 044	1420273750.0	2.58429	999206240.4433074
 044	1420393750.0	2.48216	999290664.1320316
 044	1420389750.0	2.5327900000000003	999287850.0090741
 044	1420385750.0	2.59959	999285035.8861166
 044	1420381750.0	2.64617	999282221.7631592
 044	1420053750.0	2.28386	999051463.6806463
 044	1420377750.0	2.7025799999999998	999279407.6402017
 044	1421133750.0	2.4024799999999997	999811276.8791643
 044	1420689750.0	2.44015	999498909.2308847
 044	1419929750.0	2.0432	998964225.8689646
 044	1420329750.0	2.74525	999245638.164712
 044	1420181750.0	2.60233	999141515.6152854
 044	1419973750.0	2.07633	998995181.2214968
 044	1420301750.0	2.67255	999225939.3040097
 044	1420281750.0	2.6253599999999997	999211868.6892223
 044	1420209750.0	2.57735	999161214.4759878
 044	1420265750.0	2.56186	999200612.1973925
 044	1420261750.0	2.56703	999197798.074435
 044	1420257750.0	2.5727700000000002	999194983.9514774
 044	1420253750.0	2.5735099999999997	999192169.8285199
 044	1420249750.0	2.84222	999189355.7055625
 044	1420245750.0	2.5684099999999996	999186541.582605
 044	1420237750.0	2.56459	999180913.3366901
 044	1419669750.0	1.91282	998781307.8767288
 044	1419793750.0	1.9758799999999999	998868545.6884104
 044	1420337750.0	2.78353	999251266.410627
 044	1420225750.0	2.55836	999172470.9678177
 044	1420133750.0	2.5528299999999997	999107746.1397958
 044	1420001750.0	2.10315	999014880.0821991
 044	1420269750.0	2.58033	999203426.3203499
 044	1420089750.0	2.47328	999076790.7872635
 044	1420205750.0	2.5655099999999997	999158400.3530303
 044	1420201750.0	2.57202	999155586.2300729
 044	1420177750.0	2.59076	999138701.4923279
 044	1420369750.0	2.7976900000000002	999273779.3942868
 044	1420193750.0	2.5768299999999997	999149957.9841579
 044	1420373750.0	2.72741	999276593.5172442
 044	1420197750.0	2.56852	999152772.1071154
 044	1420157750.0	2.5762400000000003	999124630.8775406
 044	1420037750.0	2.1992700000000003	999040207.1888164
 044	1419421750.0	2.22344	998606832.2533653
 044	1420069750.0	2.3749599999999997	999062720.1724762
 044	1419969750.0	2.06104	998992367.0985394
 044	1419997750.0	2.10954	999012065.9592416
 044	1420033750.0	2.1976299999999998	999037393.0658588
 044	1420153750.0	2.4220099999999998	999121816.7545831
 044	1420213750.0	2.56777	999164028.5989453
 044	1420041750.0	2.2553099999999997	999043021.3117739
 044	1420077750.0	2.415	999068348.4183911
 044	1420073750.0	2.3937	999065534.2954336
 044	1420113750.0	2.54454	999093675.5250084
 044	1420061750.0	2.32095	999057091.9265612
 044	1420221750.0	2.56301	999169656.8448602
 044	1420085750.0	2.44003	999073976.664306
 044	1419945750.0	2.02385	998975482.3607944
 044	1420285750.0	2.63784	999214682.8121798
 044	1420005750.0	2.1245700000000003	999017694.2051566
 044	1420029750.0	2.1808400000000003	999034578.9429014
 044	1419917750.0	2.0350099999999998	998955783.5000921
 044	1419757750.0	1.9580000000000002	998843218.5817932
 044	1420057750.0	2.28534	999054277.8036038
 044	1420117750.0	2.55824	999096489.6479659
 044	1420045750.0	2.2612900000000002	999045835.4347314
 044	1419897750.0	2.0148	998941712.8853048
 044	1419613750.0	1.91895	998741910.1553241
 044	1419485750.0	2.0245900000000003	998651858.2206849
 044	1420009750.0	2.129	999020508.328114
 044	1420233750.0	2.57459	999178099.2137326
 044	1420185750.0	2.59029	999144329.7382429
 044	1420129750.0	2.56561	999104932.0168383
 044	1421401750.0	2.26166	999999823.1173152
 044	1420317750.0	2.7050799999999997	999237195.7958395
 044	1420401750.0	2.40421	999296292.3779465
 044	1420305750.0	2.68569	999228753.4269671
 044	1420277750.0	2.60676	999209054.5662649
 044	1419721750.0	1.95442	998817891.4751759
 044	1420049750.0	2.27279	999048649.5576888
 044	1419905750.0	2.01816	998947341.1312197
 044	1419909750.0	2.01848	998950155.2541772
 044	1419961750.0	2.06982	998986738.8526244
 044	1419429750.0	2.2143	998612460.4992802
 044	1420341750.0	2.82524	999254080.5335845
 044	1420165750.0	2.5832	999130259.1234555
 044	1419941750.0	2.04222	998972668.237837
 044	1421213750.0	2.4153700000000002	999867559.3383138
 044	1419993750.0	2.10292	999009251.8362842
 044	1420241750.0	2.5573799999999998	999183727.4596475
 044	1419937750.0	2.03432	998969854.1148795
 044	1419981750.0	2.06344	999000809.4674118
 044	1419977750.0	2.07361	998997995.3444543
 044	1419953750.0	2.0358400000000003	998981110.6067094
 044	1420025750.0	2.16178	999031764.8199439
 044	1419913750.0	2.02874	998952969.3771347
 044	1420017750.0	2.13409	999026136.574029
 044	1420021750.0	2.11345	999028950.6969864
 044	1419965750.0	2.05531	998989552.9755819
 044	1419861750.0	1.9976200000000002	998916385.7786875
 044	1420361750.0	2.8536200000000003	999268151.1483718
 044	1420109750.0	2.52048	999090861.4020509
 044	1420313750.0	2.69414	999234381.6728821
 044	1419845750.0	1.99347	998905129.2868576
 044	1419493750.0	2.0031	998657486.4665998
 044	1419749750.0	1.95501	998837590.3358783
 044	1420141750.0	2.58409	999113374.3857107
 044	1419853750.0	2.00502	998910757.5327725
 044	1419589750.0	1.91258	998725025.4175793
 044	1419873750.0	2.00795	998924828.1475599
 044	1419837750.0	1.97849	998899501.0409427
 044	1419657750.0	1.92513	998772865.5078562
 044	1419661750.0	1.92484	998775679.6308138
 044	1419665750.0	1.93478	998778493.7537713
 044	1419777750.0	1.96163	998857289.1965805
 044	1419789750.0	1.9775599999999998	998865731.5654529
 044	1419785750.0	1.97239	998862917.4424955
 044	1419893750.0	2.0093900000000002	998938898.7623473
 044	1419889750.0	2.01868	998936084.6393899
 044	1419885750.0	2.01551	998933270.5164324
 044	1419865750.0	2.0131	998919199.901645
 044	1419637750.0	1.90799	998758794.8930689
 044	1419765750.0	1.9710400000000001	998848846.8277081
 044	1419469750.0	2.07864	998640601.728855
 044	1419833750.0	1.98249	998896686.9179852
 044	1419829750.0	2.00481	998893872.7950277
 044	1419825750.0	1.9919900000000001	998891058.6720703
 044	1419821750.0	1.9779	998888244.5491128
 044	1419817750.0	1.9897200000000002	998885430.4261553
 044	1419813750.0	1.98015	998882616.3031979
 044	1419697750.0	1.94328	998801006.737431
 044	1419693750.0	1.9484700000000001	998798192.6144736
 044	1419989750.0	2.0890400000000002	999006437.7133267
 044	1419809750.0	1.98735	998879802.1802403
 044	1419805750.0	1.96527	998876988.0572828
 044	1420321750.0	2.71074	999240009.918797
 044	1419745750.0	1.9644700000000002	998834776.2129208
 044	1420173750.0	2.60577	999135887.3693705
 044	1419441750.0	2.1548	998620902.8681527
 044	1420325750.0	2.7201400000000002	999242824.0417545
 044	1419477750.0	2.05864	998646229.97477
 044	1420105750.0	2.52616	999088047.2790934
 044	1419717750.0	1.95354	998815077.3522184
 044	1419581750.0	1.91398	998719397.1716642
 044	1420145750.0	2.5725	999116188.5086682
 044	1419857750.0	2.01263	998913571.65573
 044	1419553750.0	1.9115799999999998	998699698.310962
 044	1419761750.0	1.9587900000000003	998846032.7047507
 044	1419753750.0	1.9513900000000002	998840404.4588357
 044	1421289750.0	2.3845	999921027.6745058
 044	1419465750.0	2.07877	998637787.6058975
 044	1419689750.0	1.9654200000000002	998795378.4915161
 044	1419677750.0	1.92515	998786936.1226437
 044	1419737750.0	1.9455099999999999	998829147.9670058
 044	1419849750.0	1.99053	998907943.4098151
 044	1419673750.0	1.93718	998784121.9996862
 044	1419449750.0	2.13663	998626531.1140677
 044	1420581750.0	2.44328	999422927.9110329
 044	1420869750.0	2.3595099999999998	999625544.7639711
 044	1419557750.0	1.9063900000000003	998702512.4339194
 044	1419709750.0	1.9502400000000002	998809449.1063035
 044	1419705750.0	1.95395	998806634.983346
 044	1419701750.0	1.94537	998803820.8603885
 044	1419841750.0	1.98718	998902315.1639001
 044	1419801750.0	1.9909599999999998	998874173.9343253
 044	1419741750.0	1.9586599999999998	998831962.0899633
 044	1419509750.0	1.9722	998668742.9584297
 044	1419425750.0	2.21929	998609646.3763227
 044	1419625750.0	1.90967	998750352.5241965
 044	1419561750.0	1.9089099999999999	998705326.5568769
 044	1419725750.0	1.95881	998820705.5981333
 044	1419513750.0	1.95271	998671557.0813873
 044	1419577750.0	1.91956	998716583.0487068
 044	1419533750.0	1.91667	998685627.6961746
 044	1419529750.0	1.93567	998682813.5732172
 044	1419601750.0	1.8848099999999999	998733467.7864517
 044	1419597750.0	1.89608	998730653.6634942
 044	1419645750.0	1.9239400000000002	998764423.1389838
 044	1419641750.0	1.92314	998761609.0160264
 044	1419549750.0	1.9033	998696884.1880045
 044	1419781750.0	1.97376	998860103.319538
 044	1419681750.0	1.94212	998789750.2456012
 044	1419797750.0	1.9877099999999999	998871359.8113679
 044	1419489750.0	1.99744	998654672.3436424
 044	1419585750.0	1.90819	998722211.2946218
 044	1419573750.0	1.90452	998713768.9257493
 044	1419653750.0	1.9320700000000002	998770051.3848988
 044	1419569750.0	1.90841	998710954.8027918
 044	1419565750.0	1.9069900000000002	998708140.6798344
 044	1419501750.0	1.98069	998663114.7125148
 044	1420293750.0	2.66737	999220311.0580947
 044	1420093750.0	2.49152	999079604.910221
 044	1419621750.0	1.92136	998747538.401239
 044	1419713750.0	1.95783	998812263.2292609
 044	1419933750.0	2.03851	998967039.991922
 044	1420189750.0	2.6021400000000003	999147143.8612005
 044	1420081750.0	2.4285400000000004	999071162.5413486
 044	1419517750.0	1.95212	998674371.2043447
 044	1419545750.0	1.90422	998694070.065047
 044	1419413750.0	2.2368	998601204.0074503
 044	1419685750.0	1.9439099999999998	998792564.3685586
 044	1419437750.0	2.1656299999999997	998618088.7451953
 044	1419481750.0	2.0346	998649044.0977274
 044	1419649750.0	1.92413	998767237.2619413
 044	1420345750.0	2.84396	999256894.656542
 044	1419505750.0	1.98332	998665928.8354722
 044	1420101750.0	2.49713	999085233.1561359
 044	1419473750.0	2.05669	998643415.8518125
 044	1419497750.0	1.98622	998660300.5895573
 044	1419521750.0	1.9339	998677185.3273022
 044	1419773750.0	1.9701799999999998	998854475.0736231
 044	1419609750.0	1.90494	998739096.0323666
 044	1419445750.0	2.1573599999999997	998623716.9911102
 044	1419605750.0	1.9068599999999998	998736281.9094092
 044	1419633750.0	1.9242599999999999	998755980.7701114
 044	1420161750.0	2.5994599999999997	999127445.000498
 044	1419541750.0	1.91183	998691255.9420896
 044	1419629750.0	1.92365	998753166.647154
 044	1420353750.0	2.88287	999262522.9024569
 044	1419457750.0	2.12454	998632159.3599826
 044	1420065750.0	2.34592	999059906.0495187
 044	1419617750.0	1.9050099999999999	998744724.2782816
 044	1420365750.0	2.8144099999999996	999270965.2713293
 044	1420729750.0	2.40368	999527050.4604595
 044	1420397750.0	2.45142	999293478.254989
 044	1419433750.0	2.19338	998615274.6222377
 044	1419769750.0	1.9625	998851660.9506656
 044	1419593750.0	1.88798	998727839.5405368
 044	1419525750.0	1.9372	998679999.4502597
 048	1419461750.0	2.1356	998634973.4829401
 048	1419449750.0	2.17739	998626531.1140677
 048	1420061750.0	2.2917	999057091.9265612
 048	1419653750.0	1.9627299999999999	998770051.3848988
 048	1419537750.0	1.9427	998688441.8191321
 048	1419445750.0	2.20329	998623716.9911102
 048	1419789750.0	2.01749	998865731.5654529
 048	1420065750.0	2.29231	999059906.0495187
 048	1419657750.0	1.94813	998772865.5078562
 048	1419509750.0	1.9889	998668742.9584297
 048	1419609750.0	1.92535	998739096.0323666
 048	1420077750.0	2.36805	999068348.4183911
 048	1419441750.0	2.2109799999999997	998620902.8681527
 048	1419437750.0	2.2203	998618088.7451953
 048	1419493750.0	2.03888	998657486.4665998
 048	1419529750.0	1.94183	998682813.5732172
 048	1419501750.0	2.00897	998663114.7125148
 048	1419505750.0	2.01647	998665928.8354722
 048	1419533750.0	1.9395900000000001	998685627.6961746
 048	1419465750.0	2.11029	998637787.6058975
 048	1419525750.0	1.9606700000000001	998679999.4502597
 048	1419473750.0	2.09267	998643415.8518125
 048	1419477750.0	2.08704	998646229.97477
 048	1419481750.0	2.08265	998649044.0977274
 048	1419485750.0	2.05061	998651858.2206849
 048	1419577750.0	1.9284700000000001	998716583.0487068
 048	1420073750.0	2.33976	999065534.2954336
 048	1419457750.0	2.1480799999999998	998632159.3599826
 048	1419453750.0	2.17515	998629345.2370251
 048	1419585750.0	1.93533	998722211.2946218
 048	1419489750.0	2.02699	998654672.3436424
 048	1419497750.0	2.01057	998660300.5895573
 048	1419513750.0	1.97796	998671557.0813873
 048	1419773750.0	2.00074	998854475.0736231
 048	1421145750.0	2.50897	999819719.2480367
 048	1420165750.0	2.65654	999130259.1234555
 048	1419601750.0	1.9195200000000001	998733467.7864517
 048	1419649750.0	1.9567400000000001	998767237.2619413
 048	1419797750.0	2.0150799999999998	998871359.8113679
 048	1419429750.0	2.25759	998612460.4992802
 048	1419421750.0	2.27239	998606832.2533653
 048	1419561750.0	1.9262	998705326.5568769
 048	1419565750.0	1.9283099999999997	998708140.6798344
 048	1419589750.0	1.9478400000000002	998725025.4175793
 048	1419573750.0	1.92976	998713768.9257493
 048	1419581750.0	1.94104	998719397.1716642
 048	1419841750.0	2.0238099999999997	998902315.1639001
 048	1419593750.0	1.92087	998727839.5405368
 048	1419681750.0	1.96967	998789750.2456012
 048	1419605750.0	1.92777	998736281.9094092
 048	1419613750.0	1.94062	998741910.1553241
 048	1419617750.0	1.9373099999999999	998744724.2782816
 048	1419621750.0	1.93999	998747538.401239
 048	1419625750.0	1.94914	998750352.5241965
 048	1419629750.0	1.95078	998753166.647154
 048	1419633750.0	1.95628	998755980.7701114
 048	1419637750.0	1.94507	998758794.8930689
 048	1419641750.0	1.94334	998761609.0160264
 048	1419417750.0	2.28877	998604018.1304078
 048	1420769750.0	2.46715	999555191.6900342
 048	1419717750.0	1.9810599999999998	998815077.3522184
 048	1419893750.0	2.05422	998938898.7623473
 048	1419409750.0	2.28088	998598389.8844929
 048	1419809750.0	2.0110099999999997	998879802.1802403
 048	1419685750.0	1.98118	998792564.3685586
 048	1419689750.0	1.98373	998795378.4915161
 048	1419693750.0	1.9845099999999998	998798192.6144736
 048	1419697750.0	1.9818	998801006.737431
 048	1419701750.0	1.9878799999999999	998803820.8603885
 048	1419705750.0	1.97984	998806634.983346
 048	1419709750.0	1.97912	998809449.1063035
 048	1419901750.0	2.04239	998944527.0082623
 048	1419721750.0	1.99535	998817891.4751759
 048	1419725750.0	1.99088	998820705.5981333
 048	1419521750.0	1.9522	998677185.3273022
 048	1419729750.0	1.9868700000000001	998823519.7210908
 048	1419733750.0	1.9921400000000002	998826333.8440483
 048	1419737750.0	1.9837900000000002	998829147.9670058
 048	1419741750.0	1.99922	998831962.0899633
 048	1419745750.0	2.00766	998834776.2129208
 048	1419749750.0	1.9802	998837590.3358783
 048	1419753750.0	1.9949700000000001	998840404.4588357
 048	1419757750.0	1.98134	998843218.5817932
 048	1419761750.0	1.9916	998846032.7047507
 048	1419765750.0	1.9921400000000002	998848846.8277081
 048	1419769750.0	1.99974	998851660.9506656
 048	1419781750.0	2.01186	998860103.319538
 048	1419645750.0	1.94953	998764423.1389838
 048	1419569750.0	1.9297	998710954.8027918
 048	1420409750.0	2.47725	999301920.6238614
 048	1419853750.0	2.03704	998910757.5327725
 048	1419897750.0	2.0506900000000003	998941712.8853048
 048	1419785750.0	2.01943	998862917.4424955
 048	1421037750.0	2.47922	999743737.928185
 048	1419665750.0	1.9721799999999998	998778493.7537713
 048	1419777750.0	2.00976	998857289.1965805
 048	1420169750.0	2.6472599999999997	999133073.246413
 048	1419849750.0	2.0310900000000003	998907943.4098151
 048	1419805750.0	2.0021299999999997	998876988.0572828
 048	1419677750.0	1.9565299999999999	998786936.1226437
 048	1419669750.0	1.94385	998781307.8767288
 048	1419813750.0	2.0261	998882616.3031979
 048	1419817750.0	2.02674	998885430.4261553
 048	1419821750.0	2.03147	998888244.5491128
 048	1419825750.0	2.029	998891058.6720703
 048	1419829750.0	2.05013	998893872.7950277
 048	1419517750.0	1.9719799999999998	998674371.2043447
 048	1419793750.0	2.0015	998868545.6884104
 048	1419837750.0	2.02735	998899501.0409427
 048	1419845750.0	2.0371900000000003	998905129.2868576
 048	1419413750.0	2.27898	998601204.0074503
 048	1419857750.0	2.04041	998913571.65573
 048	1419801750.0	2.02428	998874173.9343253
 048	1419861750.0	2.04358	998916385.7786875
 048	1419865750.0	2.0618	998919199.901645
 048	1419869750.0	2.04885	998922014.0246024
 048	1419873750.0	2.0497400000000003	998924828.1475599
 048	1419877750.0	2.06357	998927642.2705173
 048	1419881750.0	2.05567	998930456.3934748
 048	1419885750.0	2.05668	998933270.5164324
 048	1419889750.0	2.06244	998936084.6393899
 048	1419833750.0	2.02327	998896686.9179852
 048	1419713750.0	1.9868	998812263.2292609
 048	1420225750.0	2.58785	999172470.9678177
 048	1420265750.0	2.6049700000000002	999200612.1973925
 048	1420269750.0	2.60514	999203426.3203499
 048	1420749750.0	2.4729099999999997	999541121.0752468
 048	1420301750.0	2.7207	999225939.3040097
 048	1419597750.0	1.91524	998730653.6634942
 048	1419981750.0	2.10467	999000809.4674118
 048	1419973750.0	2.11535	998995181.2214968
 048	1419673750.0	1.97305	998784121.9996862
 048	1419917750.0	2.06808	998955783.5000921
 048	1419549750.0	1.9346299999999998	998696884.1880045
 048	1419545750.0	1.9297900000000001	998694070.065047
 048	1419937750.0	2.08252	998969854.1148795
 048	1419941750.0	2.07669	998972668.237837
 048	1419945750.0	2.05952	998975482.3607944
 048	1419953750.0	2.08023	998981110.6067094
 048	1419965750.0	2.0867	998989552.9755819
 048	1419957750.0	2.10495	998983924.7296668
 048	1419961750.0	2.0977799999999998	998986738.8526244
 048	1420161750.0	2.65022	999127445.000498
 048	1420229750.0	2.60317	999175285.0907751
 048	1419993750.0	2.13375	999009251.8362842
 048	1419997750.0	2.12507	999012065.9592416
 048	1420001750.0	2.12367	999014880.0821991
 048	1420005750.0	2.14277	999017694.2051566
 048	1420009750.0	2.13366	999020508.328114
 048	1420013750.0	2.14574	999023322.4510715
 048	1420017750.0	2.14056	999026136.574029
 048	1420021750.0	2.1329700000000003	999028950.6969864
 048	1419949750.0	2.08843	998978296.4837519
 048	1420765750.0	2.47167	999552377.5670767
 048	1420125750.0	2.58549	999102117.8938808
 048	1419929750.0	2.0855099999999998	998964225.8689646
 048	1420361750.0	2.9797599999999997	999268151.1483718
 048	1420029750.0	2.1756	999034578.9429014
 048	1420093750.0	2.45074	999079604.910221
 048	1419989750.0	2.1180000000000003	999006437.7133267
 048	1419933750.0	2.08448	998967039.991922
 048	1420157750.0	2.62101	999124630.8775406
 048	1419921750.0	2.0644099999999996	998958597.6230496
 048	1420049750.0	2.24215	999048649.5576888
 048	1420297750.0	2.7109900000000002	999223125.1810522
 048	1420053750.0	2.23936	999051463.6806463
 048	1419553750.0	1.94245	998699698.310962
 048	1420101750.0	2.48627	999085233.1561359
 048	1420085750.0	2.40504	999073976.664306
 048	1420137750.0	2.61955	999110560.2627532
 048	1419985750.0	2.10328	999003623.5903692
 048	1420141750.0	2.62721	999113374.3857107
 048	1420057750.0	2.26484	999054277.8036038
 048	1420145750.0	2.60035	999116188.5086682
 048	1420045750.0	2.23634	999045835.4347314
 048	1420089750.0	2.43975	999076790.7872635
 048	1420109750.0	2.5120299999999998	999090861.4020509
 048	1420097750.0	2.47165	999082419.0331784
 048	1420105750.0	2.51535	999088047.2790934
 048	1420113750.0	2.52386	999093675.5250084
 048	1420117750.0	2.5567599999999997	999096489.6479659
 048	1420121750.0	2.60355	999099303.7709234
 048	1420133750.0	2.57955	999107746.1397958
 048	1420129750.0	2.57125	999104932.0168383
 048	1420033750.0	2.19275	999037393.0658588
 048	1419425750.0	2.2657599999999998	998609646.3763227
 048	1420025750.0	2.15653	999031764.8199439
 048	1420081750.0	2.3908	999071162.5413486
 048	1420177750.0	2.6611700000000003	999138701.4923279
 048	1420217750.0	2.60575	999166842.7219027
 048	1420397750.0	2.5831	999293478.254989
 048	1419925750.0	2.0815099999999997	998961411.7460071
 048	1420181750.0	2.65224	999141515.6152854
 048	1419541750.0	1.9456900000000001	998691255.9420896
 048	1420309750.0	2.74363	999231567.5499246
 048	1420313750.0	2.7599099999999996	999234381.6728821
 048	1420189750.0	2.65082	999147143.8612005
 048	1420193750.0	2.62529	999149957.9841579
 048	1420197750.0	2.62574	999152772.1071154
 048	1420201750.0	2.62285	999155586.2300729
 048	1420205750.0	2.6206099999999997	999158400.3530303
 048	1420209750.0	2.61587	999161214.4759878
 048	1420153750.0	2.46801	999121816.7545831
 048	1420213750.0	2.58984	999164028.5989453
 048	1420365750.0	2.95864	999270965.2713293
 048	1419905750.0	2.05105	998947341.1312197
 048	1420173750.0	2.6598	999135887.3693705
 048	1420233750.0	2.58449	999178099.2137326
